"Plot.Identifier","Plant.Common.Name","Plant.Order","Plant.Family","Plant.Genus","Plant.Species","Insect.Common.Name","Insect.Order","Insect.Family","Insect.Genus","Insect.Species","Notes","iNat.Link","Second.iNat.link","Park.Name","Month","Year","Insect_ID","Plant_ID","Interaction.ID","Habitat.Type","Habitat.Category","Park.Type","Insect_Status","Plant_Status","Interaction.Status.ID"
"QW-17","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Genus Lasioglossum","Hymenoptera","Halictidae","Lasioglossum","","check id on iNat","https://www.inaturalist.org/observations/295990408","","Quiet Waters","July",2025,"Genus Lasioglossum","Phyla nodiflora","Phyla nodiflora | Genus Lasioglossum","Open Grassy","Open Human Disturbed","High human modification","Unknown","Native","Native | Unknown"
"QW-17","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Quiet Waters","July",2025,"Chrysanthrax cypris","Richardia grandiflora","Richardia grandiflora | Chrysanthrax cypris","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-19","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Brown-winged Striped Sweat Bee","Hymenoptera","Halictidae","Agapostemon","splendens","check id on iNat","https://www.inaturalist.org/observations/296005304","","Quiet Waters","July",2025,"Agapostemon splendens","Spermacoce verticillata","Spermacoce verticillata | Agapostemon splendens","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-19","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Brown-winged Striped Sweat Bee","Hymenoptera","Halictidae","Agapostemon","splendens","","","","Quiet Waters","July",2025,"Agapostemon splendens","Richardia grandiflora","Richardia grandiflora | Agapostemon splendens","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-19","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Brown-winged Striped Sweat Bee","Hymenoptera","Halictidae","Agapostemon","splendens","","","","Quiet Waters","July",2025,"Agapostemon splendens","Phyla nodiflora","Phyla nodiflora | Agapostemon splendens","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-19","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata","Brown-winged Striped Sweat Bee","Hymenoptera","Halictidae","Agapostemon","splendens","","","","Quiet Waters","July",2025,"Agapostemon splendens","Stylosanthes hamata","Stylosanthes hamata | Agapostemon splendens","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-19","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Quiet Waters","July",2025,"Hemiargus ceraunus","Spermacoce verticillata","Spermacoce verticillata | Hemiargus ceraunus","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-19","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Red-marked Pachodynerus Wasp","Hymenoptera","Vespidae","Pachodynerus","erynnis","check id on iNat","https://www.inaturalist.org/observations/296005516","","Quiet Waters","July",2025,"Pachodynerus erynnis","Spermacoce verticillata","Spermacoce verticillata | Pachodynerus erynnis","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-19","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","Genus Lasioglossum","Hymenoptera","Halictidae","Lasioglossum","","check id on iNat","https://www.inaturalist.org/observations/296006101","","Quiet Waters","July",2025,"Genus Lasioglossum","Sphagneticola trilobata","Sphagneticola trilobata | Genus Lasioglossum","Open Grassy","Open Human Disturbed","High human modification","Unknown","Non-native","Non-native | Unknown"
"QW-19","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Genus Lasioglossum","Hymenoptera","Halictidae","Lasioglossum","","check id on iNat","https://www.inaturalist.org/observations/296006101","","Quiet Waters","July",2025,"Genus Lasioglossum","Spermacoce verticillata","Spermacoce verticillata | Genus Lasioglossum","Open Grassy","Open Human Disturbed","High human modification","Unknown","Non-native","Non-native | Unknown"
"QW-19","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Genus Lasioglossum","Hymenoptera","Halictidae","Lasioglossum","","check id on iNat","https://www.inaturalist.org/observations/296006101","","Quiet Waters","July",2025,"Genus Lasioglossum","Richardia grandiflora","Richardia grandiflora | Genus Lasioglossum","Open Grassy","Open Human Disturbed","High human modification","Unknown","Non-native","Non-native | Unknown"
"QW-19","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Margined Calligrapher","Diptera","Syrphidae","Toxomerus","marginatus","","https://www.inaturalist.org/observations/296362183","","Quiet Waters","July",2025,"Toxomerus marginatus","Spermacoce verticillata","Spermacoce verticillata | Toxomerus marginatus","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-19","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Margined Calligrapher","Diptera","Syrphidae","Toxomerus","marginatus","","","","Quiet Waters","July",2025,"Toxomerus marginatus","Phyla nodiflora","Phyla nodiflora | Toxomerus marginatus","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-19","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","Three-banded Scoliid Wasp","Hymenoptera","Scoliidae","Dielis","trifasciata","","https://www.inaturalist.org/observations/296009239","","Quiet Waters","July",2025,"Dielis trifasciata","Sphagneticola trilobata","Sphagneticola trilobata | Dielis trifasciata","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-19","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Quiet Waters","July",2025,"Halictus poeyi","Richardia grandiflora","Richardia grandiflora | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-19","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Quiet Waters","July",2025,"Halictus poeyi","Sphagneticola trilobata","Sphagneticola trilobata | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-19","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Quiet Waters","July",2025,"Chrysanthrax cypris","Phyla nodiflora","Phyla nodiflora | Chrysanthrax cypris","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Stained-glass Moth","Lepidoptera","Crambidae","Samea","castellalis","","","","Quiet Waters","July",2025,"Samea castellalis","Spermacoce verticillata","Spermacoce verticillata | Samea castellalis","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Quiet Waters","July",2025,"Syngamia florella","Spermacoce verticillata","Spermacoce verticillata | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-20","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","July",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","July",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Native","Native | Non-native"
"QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Quiet Waters","July",2025,"Syngamia florella","Phyla nodiflora","Phyla nodiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Quiet Waters","July",2025,"Chrysanthrax cypris","Phyla nodiflora","Phyla nodiflora | Chrysanthrax cypris","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Quiet Waters","July",2025,"Halictus poeyi","Phyla nodiflora","Phyla nodiflora | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","July",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Quiet Waters","July",2025,"Anartia jatrophae","Phyla nodiflora","Phyla nodiflora | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Quiet Waters","July",2025,"Halictus poeyi","Spermacoce verticillata","Spermacoce verticillata | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Quiet Waters","July",2025,"Chrysanthrax cypris","Spermacoce verticillata","Spermacoce verticillata | Chrysanthrax cypris","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Fulvous Hairstreak","Lepidoptera","Lycaenidae","Electrostrymon","angelia","","","","Quiet Waters","July",2025,"Electrostrymon angelia","Phyla nodiflora","Phyla nodiflora | Electrostrymon angelia","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Genus Dielis","Hymenoptera","Scoliidae","Dielis","","","https://www.inaturalist.org/observations/296865493","","Quiet Waters","July",2025,"Genus Dielis","Phyla nodiflora","Phyla nodiflora | Genus Dielis","Open Grassy","Open Human Disturbed","High human modification","Unknown","Native","Native | Unknown"
"QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Tropical Checkered-Skipper","Lepidoptera","Hesperiidae","Burnsius","oileus","","","","Quiet Waters","July",2025,"Burnsius oileus","Phyla nodiflora","Phyla nodiflora | Burnsius oileus","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Caribbean Scoliid Wasp","Hymenoptera","Scoliidae","Dielis","dorsata","","","","Quiet Waters","July",2025,"Dielis dorsata","Spermacoce verticillata","Spermacoce verticillata | Dielis dorsata","Open Grassy","Open Human Disturbed","High human modification","Non-native","Non-native","Non-native | Non-native"
"QW-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Quiet Waters","July",2025,"Nathalis iole","Spermacoce verticillata","Spermacoce verticillata | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-20","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Dorantes Longtail","Lepidoptera","Hesperiidae","Cecropterus","dorantes","","","","Quiet Waters","July",2025,"Cecropterus dorantes","Richardia grandiflora","Richardia grandiflora | Cecropterus dorantes","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"QW-20","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Dorantes Longtail","Lepidoptera","Hesperiidae","Cecropterus","dorantes","","","","Quiet Waters","July",2025,"Cecropterus dorantes","Bidens alba","Bidens alba | Cecropterus dorantes","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Quiet Waters","July",2025,"Nathalis iole","Phyla nodiflora","Phyla nodiflora | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"MT-11","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Military Trail","July",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Disturbed Edge","Open Human Disturbed","Low human modification","Non-native","Non-native","Non-native | Non-native"
"MT-11","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","New World Banded Thynnid Wasps","Hymenoptera","Thynnidae","Myzinum","","","https://www.inaturalist.org/observations/296360808","","Military Trail","July",2025,"Genus Myzinum","Spermacoce verticillata","Spermacoce verticillata | Genus Myzinum","Disturbed Edge","Open Human Disturbed","Low human modification","Unknown","Non-native","Non-native | Unknown"
"MT-11","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Leafcutter, Mortar, and Resin Bees","Hymenoptera","Megachilidae","Megachile","","check id on iNat","https://www.inaturalist.org/observations/296360807","","Military Trail","July",2025,"Genus Megachile","Spermacoce verticillata","Spermacoce verticillata | Genus Megachile","Disturbed Edge","Open Human Disturbed","Low human modification","Unknown","Non-native","Non-native | Unknown"
